our_price,competitor_price,rpi,price_gap,days_since_last_purchase,user_loyalty,purchased
49.47,127.49,0.388,-78.02,18,8,1
72.1,106.56,0.677,-34.46,16,8,1
33.95,49.91,0.68,-15.96,20,6,1
132.26,362.97,0.364,-230.71,8,8,1
108.69,201.69,0.539,-93.0,2,2,1
21.93,40.1,0.547,-18.17,8,7,1
101.01,101.74,0.993,-0.72,14,8,1
101.51,197.02,0.515,-95.51,13,4,1
143.87,266.87,0.539,-123.0,1,9,1
10.42,14.3,0.729,-3.87,1,6,1
44.71,133.01,0.336,-88.3,47,3,1
139.89,375.06,0.373,-235.17,2,4,1
140.5,326.5,0.43,-186.0,4,4,1
110.88,194.14,0.571,-83.25,20,1,0
117.21,181.38,0.646,-64.18,7,10,1
22.81,18.23,1.251,4.58,2,1,0
81.94,92.23,0.889,-10.28,8,1,0
42.42,101.37,0.418,-58.95,11,4,1
35.37,53.94,0.656,-18.57,8,1,0
123.44,331.09,0.373,-207.65,35,6,1
28.91,20.22,1.43,8.69,4,2,0
75.61,126.46,0.598,-50.85,15,1,1
141.4,289.42,0.489,-148.02,1,7,1
36.02,61.07,0.59,-25.05,6,6,1
146.92,396.82,0.37,-249.9,18,1,1
149.2,443.4,0.336,-294.2,3,10,1
87.79,53.79,1.632,33.99,12,9,0
33.82,22.01,1.536,11.81,2,6,0
54.25,35.37,1.534,18.89,1,2,0
69.43,148.52,0.467,-79.09,10,7,1
53.31,69.63,0.766,-16.32,15,3,1
49.29,112.38,0.439,-63.09,1,7,1
146.11,203.79,0.717,-57.68,34,9,1
31.47,62.77,0.501,-31.3,3,5,1
112.67,267.99,0.42,-155.32,1,1,1
10.06,17.9,0.562,-7.85,3,5,1
93.47,164.19,0.569,-70.72,2,8,1
138.23,74.4,1.858,63.83,1,8,0
50.31,70.89,0.71,-20.58,22,3,1
35.97,63.8,0.564,-27.83,9,4,1
101.24,156.65,0.646,-55.41,6,8,1
109.76,299.89,0.366,-190.12,42,8,1
106.32,292.14,0.364,-185.82,6,7,1
54.7,137.81,0.397,-83.11,2,6,1
45.31,59.5,0.761,-14.2,4,4,1
143.83,321.7,0.447,-177.87,3,10,1
139.26,190.41,0.731,-51.15,9,9,1
74.02,68.69,1.078,5.33,4,2,0
128.47,157.48,0.816,-29.01,10,2,0
73.33,36.05,2.034,37.28,15,1,0
69.41,83.01,0.836,-13.59,21,3,1
31.95,49.33,0.648,-17.38,17,3,1
69.7,200.71,0.347,-131.02,3,4,1
85.24,97.7,0.872,-12.46,1,3,1
13.15,35.99,0.365,-22.84,10,10,1
72.18,66.25,1.089,5.92,3,6,1
119.39,97.38,1.226,22.01,1,9,1
105.21,178.99,0.588,-73.78,10,8,1
98.92,209.3,0.473,-110.38,5,6,1
137.34,57.64,2.383,79.7,19,8,0
12.52,11.23,1.115,1.29,5,8,1
87.99,134.65,0.653,-46.66,53,10,1
120.23,143.52,0.838,-23.29,19,6,0
85.79,190.8,0.45,-105.01,1,2,1
55.35,92.99,0.595,-37.64,9,5,1
29.08,21.31,1.364,7.76,11,4,0
134.26,364.52,0.368,-230.26,16,6,1
75.91,82.8,0.917,-6.9,9,2,0
132.94,302.3,0.44,-169.37,9,4,1
92.02,221.38,0.416,-129.36,6,8,1
104.39,302.78,0.345,-198.39,4,1,1
122.6,201.79,0.608,-79.19,40,3,1
102.28,200.75,0.509,-98.47,5,4,1
65.73,79.15,0.83,-13.42,1,2,0
81.91,174.55,0.469,-92.65,2,2,1
122.43,189.9,0.645,-67.47,27,6,1
62.31,92.32,0.675,-30.01,12,6,1
64.34,167.9,0.383,-103.57,21,3,1
23.4,10.19,2.296,13.21,23,8,0
138.04,370.13,0.373,-232.09,24,3,1
22.75,59.15,0.385,-36.41,11,2,1
100.75,167.97,0.6,-67.22,2,5,1
67.85,110.15,0.616,-42.31,2,7,1
66.79,85.28,0.783,-18.49,11,1,0
105.14,313.76,0.335,-208.62,6,2,1
19.39,11.64,1.666,7.75,11,2,0
93.12,176.33,0.528,-83.21,9,8,1
118.08,252.76,0.467,-134.68,12,10,1
125.95,355.52,0.354,-229.57,1,6,1
33.87,81.52,0.416,-47.65,1,4,1
135.64,276.48,0.491,-140.85,17,4,1
101.86,62.68,1.625,39.18,3,5,0
133.46,174.71,0.764,-41.25,14,3,1
77.94,52.6,1.482,25.34,11,4,0
85.88,230.11,0.373,-144.22,56,4,1
138.67,322.26,0.43,-183.59,25,7,1
135.99,318.94,0.426,-182.95,7,7,1
72.74,149.93,0.485,-77.19,13,1,1
48.42,80.81,0.599,-32.39,1,3,1
65.04,45.85,1.419,19.19,6,9,0
64.29,76.51,0.84,-12.23,18,6,1
50.16,33.59,1.493,16.57,13,6,0
47.6,107.45,0.443,-59.85,9,4,1
130.55,95.64,1.365,34.91,2,10,1
19.78,43.43,0.455,-23.65,22,9,1
104.87,227.46,0.461,-122.6,4,3,1
34.19,52.66,0.649,-18.47,24,8,1
58.23,38.73,1.503,19.5,13,6,0
18.62,21.41,0.87,-2.79,6,2,0
47.8,55.65,0.859,-7.85,1,3,1
117.58,257.62,0.456,-140.04,3,1,1
133.9,81.29,1.647,52.61,30,3,0
41.01,104.11,0.394,-63.1,23,4,1
74.9,176.36,0.425,-101.46,11,6,1
75.85,60.91,1.245,14.94,8,10,1
132.3,296.58,0.446,-164.28,14,7,1
116.79,245.85,0.475,-129.05,8,3,0
81.83,189.84,0.431,-108.01,14,7,1
103.9,84.17,1.234,19.73,5,4,0
128.63,93.32,1.378,35.31,25,1,0
11.34,10.64,1.066,0.7,16,1,0
66.4,85.52,0.776,-19.11,5,8,1
137.01,334.71,0.409,-197.7,24,10,1
113.64,260.52,0.436,-146.87,9,7,1
86.0,240.68,0.357,-154.69,2,4,1
84.15,38.57,2.182,45.58,1,1,0
58.69,19.44,3.019,39.25,16,6,0
82.87,181.3,0.457,-98.43,28,10,1
101.75,107.26,0.949,-5.5,23,7,1
68.57,82.42,0.832,-13.85,14,6,1
109.98,195.37,0.563,-85.39,2,6,1
130.57,75.28,1.735,55.3,1,8,0
31.66,64.43,0.491,-32.77,5,6,1
73.22,86.24,0.849,-13.03,27,2,0
67.12,134.8,0.498,-67.68,45,7,1
106.25,271.12,0.392,-164.87,3,10,1
44.98,34.28,1.312,10.71,20,4,0
99.64,280.31,0.355,-180.67,11,3,1
132.85,230.21,0.577,-97.36,1,8,1
68.54,191.35,0.358,-122.81,10,10,1
137.54,118.41,1.162,19.14,22,5,0
149.04,288.0,0.518,-138.96,4,4,1
24.85,34.56,0.719,-9.7,31,4,0
42.63,101.9,0.418,-59.27,3,5,1
143.05,276.94,0.517,-133.89,1,4,1
144.17,235.74,0.612,-91.57,2,3,1
23.68,65.47,0.362,-41.79,25,4,1
12.1,15.95,0.759,-3.85,7,10,1
32.55,29.1,1.119,3.45,22,5,0
149.44,290.2,0.515,-140.76,10,2,1
35.2,69.87,0.504,-34.67,9,7,1
80.36,119.37,0.673,-39.02,23,5,1
128.78,207.83,0.62,-79.05,7,9,1
12.86,37.16,0.346,-24.31,22,6,1
94.63,215.59,0.439,-120.96,1,1,1
48.78,29.2,1.67,19.58,14,9,0
130.73,114.09,1.146,16.63,16,5,0
49.68,145.78,0.341,-96.09,32,9,1
106.15,240.04,0.442,-133.9,3,1,1
104.39,289.23,0.361,-184.84,12,2,1
41.01,45.95,0.893,-4.94,7,3,1
14.87,34.25,0.434,-19.38,6,5,1
67.29,149.92,0.449,-82.63,1,6,1
50.49,55.32,0.913,-4.83,2,5,0
123.26,220.29,0.56,-97.03,25,1,1
122.05,243.37,0.501,-121.32,19,4,1
73.98,118.3,0.625,-44.32,6,6,1
94.91,240.45,0.395,-145.54,24,4,1
94.6,241.1,0.392,-146.51,1,4,1
125.8,326.66,0.385,-200.86,13,5,1
69.5,171.61,0.405,-102.11,28,8,1
48.56,78.57,0.618,-30.0,25,5,1
47.1,62.64,0.752,-15.54,6,7,1
85.07,216.47,0.393,-131.4,19,8,1
72.88,118.33,0.616,-45.44,7,6,1
71.62,69.12,1.036,2.49,25,6,1
22.76,38.0,0.599,-15.24,10,2,1
110.6,75.54,1.464,35.06,20,10,0
39.92,86.53,0.461,-46.61,1,5,1
37.57,45.35,0.829,-7.78,12,1,0
67.79,68.04,0.996,-0.26,11,9,1
41.89,120.75,0.347,-78.86,13,7,1
91.74,219.95,0.417,-128.21,16,2,1
62.0,150.37,0.412,-88.36,35,6,1
72.85,144.53,0.504,-71.69,21,10,1
85.2,218.61,0.39,-133.41,3,9,1
38.49,90.45,0.426,-51.96,24,5,1
31.81,60.96,0.522,-29.16,1,3,1
133.26,385.79,0.345,-252.53,13,10,1
70.72,57.8,1.224,12.92,30,4,0
67.69,192.73,0.351,-125.04,1,3,1
14.99,20.74,0.723,-5.75,26,1,1
79.72,137.64,0.579,-57.93,22,10,1
87.58,55.3,1.584,32.28,9,7,0
88.24,155.15,0.569,-66.91,5,8,1
108.98,212.55,0.513,-103.56,7,2,1
34.85,104.33,0.334,-69.48,48,8,1
45.31,132.9,0.341,-87.59,3,9,1
123.5,359.3,0.344,-235.8,12,7,1
142.6,176.92,0.806,-34.32,1,1,1
29.03,86.41,0.336,-57.38,3,4,1
79.67,121.88,0.654,-42.21,20,7,1
39.98,103.96,0.385,-63.97,5,6,1
18.41,16.28,1.131,2.13,59,8,0
55.57,92.57,0.6,-37.0,9,6,1
30.12,87.59,0.344,-57.47,10,10,1
109.39,312.53,0.35,-203.14,1,6,1
84.72,181.82,0.466,-97.1,43,10,1
30.14,73.96,0.407,-43.82,2,6,1
11.29,8.77,1.288,2.53,10,7,0
123.14,276.88,0.445,-153.74,7,5,1
34.67,68.25,0.508,-33.58,7,9,1
94.87,51.91,1.828,42.96,14,7,0
57.17,34.62,1.651,22.55,15,1,0
91.97,54.52,1.687,37.45,2,9,0
54.19,122.24,0.443,-68.05,9,6,1
22.17,15.13,1.465,7.04,21,8,0
41.21,64.41,0.64,-23.2,8,9,1
36.33,45.91,0.791,-9.59,2,2,1
69.92,124.91,0.56,-54.98,5,2,1
102.16,225.52,0.453,-123.36,3,5,1
46.93,100.85,0.465,-53.91,1,5,1
11.69,19.78,0.591,-8.09,6,10,1
82.65,128.42,0.644,-45.76,10,10,1
94.81,130.27,0.728,-35.47,1,2,1
144.8,380.42,0.381,-235.62,12,10,1
92.53,110.41,0.838,-17.89,69,4,1
75.96,75.99,1.0,-0.02,46,9,1
90.28,208.26,0.433,-117.99,24,4,1
139.91,177.87,0.787,-37.97,4,1,0
125.97,325.88,0.387,-199.91,1,5,1
55.22,65.45,0.844,-10.23,25,2,0
43.22,94.87,0.456,-51.65,1,6,1
46.77,19.73,2.371,27.04,3,1,0
80.62,108.11,0.746,-27.49,11,7,1
114.17,140.05,0.815,-25.88,2,7,1
80.45,201.53,0.399,-121.08,25,4,1
19.49,56.74,0.344,-37.25,21,9,1
111.3,171.89,0.648,-60.59,19,3,1
122.84,310.41,0.396,-187.58,23,5,1
50.53,110.62,0.457,-60.09,3,5,1
102.98,299.86,0.343,-196.89,18,8,1
69.72,173.61,0.402,-103.89,6,10,1
134.48,68.47,1.964,66.0,15,10,0
128.33,285.65,0.449,-157.32,1,4,1
83.56,145.88,0.573,-62.32,17,1,1
106.81,36.78,2.904,70.03,50,5,0
133.67,130.8,1.022,2.87,1,1,0
79.4,221.43,0.359,-142.03,1,3,1
53.86,150.81,0.357,-96.96,1,6,1
115.51,283.8,0.407,-168.29,7,1,1
40.81,120.42,0.339,-79.61,4,10,1
64.39,159.55,0.404,-95.15,23,3,1
131.2,42.98,3.053,88.23,8,7,0
111.42,120.02,0.928,-8.6,9,2,0
66.53,25.46,2.613,41.07,17,6,0
40.06,22.2,1.805,17.86,6,7,0
59.84,53.31,1.122,6.53,6,2,0
49.77,82.61,0.603,-32.83,19,5,1
34.65,89.69,0.386,-55.04,21,10,1
114.07,299.69,0.381,-185.62,1,10,1
45.29,88.94,0.509,-43.65,2,1,1
73.58,206.48,0.356,-132.9,3,3,1
64.02,105.64,0.606,-41.62,6,1,1
147.49,398.28,0.37,-250.79,4,3,1
64.75,98.81,0.655,-34.06,15,4,1
21.2,22.23,0.954,-1.03,24,5,1
22.58,62.63,0.36,-40.06,2,4,1
92.71,124.91,0.742,-32.21,11,4,0
93.91,155.82,0.603,-61.91,6,9,1
68.63,81.52,0.842,-12.9,9,9,1
70.46,147.23,0.479,-76.78,13,9,1
17.55,52.42,0.335,-34.87,31,5,1
82.32,30.37,2.711,51.95,2,5,0
80.66,220.18,0.366,-139.51,1,2,1
30.94,9.61,3.22,21.33,13,6,0
24.54,31.49,0.779,-6.95,7,2,0
27.3,20.62,1.324,6.68,2,10,1
24.14,56.61,0.426,-32.47,1,5,1
95.36,41.64,2.29,53.72,11,5,0
37.51,67.3,0.557,-29.8,5,4,1
45.2,49.55,0.912,-4.35,83,5,0
34.3,22.67,1.513,11.63,7,7,0
144.1,343.51,0.419,-199.42,3,10,1
129.65,115.0,1.127,14.65,13,2,0
42.27,38.21,1.106,4.06,3,1,0
55.86,58.24,0.959,-2.39,9,4,1
39.38,74.21,0.531,-34.83,9,7,1
78.86,164.12,0.481,-85.26,8,1,1
12.75,4.43,2.877,8.32,22,4,0
103.99,99.11,1.049,4.88,3,6,0
83.24,121.83,0.683,-38.59,32,6,1
135.81,162.47,0.836,-26.66,21,1,0
33.01,88.72,0.372,-55.7,5,7,1
122.58,297.47,0.412,-174.89,2,5,1
120.87,240.53,0.503,-119.65,4,6,1
27.81,33.72,0.825,-5.91,5,1,1
65.8,144.22,0.456,-78.42,11,7,1
33.82,87.19,0.388,-53.36,1,4,1
45.66,87.03,0.525,-41.37,34,3,1
46.85,113.3,0.414,-66.44,1,4,1
87.87,204.09,0.431,-116.22,4,9,1
67.6,124.63,0.542,-57.03,1,5,1
142.68,163.07,0.875,-20.39,4,5,1
27.69,64.07,0.432,-36.38,25,8,1
146.32,125.59,1.165,20.73,13,7,1
42.29,101.69,0.416,-59.4,3,3,1
118.2,292.23,0.404,-174.03,28,1,1
57.46,144.78,0.397,-87.32,22,2,1
30.03,47.36,0.634,-17.32,19,3,1
130.1,106.65,1.22,23.46,26,1,0
53.24,30.31,1.757,22.93,13,1,0
102.24,235.87,0.433,-133.64,9,8,1
89.3,240.48,0.371,-151.18,6,8,1
76.05,156.45,0.486,-80.4,3,2,1
79.41,54.74,1.451,24.68,11,8,0
112.51,317.76,0.354,-205.25,30,2,0
22.29,66.21,0.337,-43.92,12,5,1
103.55,152.22,0.68,-48.68,35,1,0
135.41,258.1,0.525,-122.69,6,9,1
18.09,43.39,0.417,-25.3,16,4,1
29.69,67.94,0.437,-38.25,14,10,1
110.33,321.39,0.343,-211.06,15,2,1
71.22,43.46,1.639,27.76,14,1,0
66.5,124.21,0.535,-57.72,3,6,1
29.18,63.26,0.461,-34.08,2,8,1
80.95,218.82,0.37,-137.88,53,4,1
27.72,73.73,0.376,-46.01,1,1,1
76.73,225.62,0.34,-148.9,8,1,1
116.91,196.71,0.594,-79.8,7,6,1
46.16,117.38,0.393,-71.22,6,2,1
77.31,112.38,0.688,-35.07,21,5,1
148.88,214.43,0.694,-65.55,19,2,1
106.13,104.44,1.016,1.69,32,9,1
127.79,320.66,0.399,-192.87,7,2,1
68.08,201.63,0.338,-133.55,11,5,1
117.5,116.57,1.008,0.93,31,4,0
15.67,7.08,2.215,8.59,71,1,0
27.21,68.07,0.4,-40.86,48,10,1
38.43,75.88,0.506,-37.45,17,9,1
66.27,191.61,0.346,-125.34,2,3,1
128.4,125.97,1.019,2.43,1,10,1
58.48,28.76,2.033,29.72,24,8,0
101.65,165.64,0.614,-64.0,25,4,1
109.3,58.01,1.884,51.29,19,9,0
92.07,92.69,0.993,-0.63,4,5,0
60.01,38.42,1.562,21.6,14,2,0
90.79,82.18,1.105,8.61,5,8,1
57.92,33.97,1.705,23.94,8,4,0
21.74,62.52,0.348,-40.78,6,2,1
148.99,156.76,0.95,-7.77,34,6,1
27.81,41.67,0.667,-13.86,3,1,1
20.13,54.88,0.367,-34.75,12,8,1
132.99,283.11,0.47,-150.12,6,9,1
52.26,102.88,0.508,-50.62,15,7,1
101.04,222.8,0.454,-121.76,11,9,1
56.06,142.27,0.394,-86.21,36,2,1
64.8,173.01,0.375,-108.2,1,1,1
46.7,95.03,0.491,-48.34,3,7,1
58.03,156.85,0.37,-98.82,20,4,1
67.5,117.82,0.573,-50.32,6,10,1
110.86,116.26,0.954,-5.4,2,8,1
81.62,218.42,0.374,-136.8,9,3,1
142.1,250.38,0.568,-108.28,14,7,1
15.86,43.57,0.364,-27.71,1,7,1
80.43,32.85,2.448,47.58,4,10,0
91.79,126.06,0.728,-34.27,23,9,1
138.83,396.92,0.35,-258.09,10,4,1
16.88,16.44,1.027,0.44,1,10,1
90.29,256.62,0.352,-166.33,4,1,1
129.51,372.41,0.348,-242.9,14,7,1
43.87,117.65,0.373,-73.78,3,10,1
132.68,241.73,0.549,-109.05,24,6,1
12.67,25.92,0.489,-13.26,15,1,1
112.54,298.01,0.378,-185.47,8,9,1
140.64,336.81,0.418,-196.18,34,10,1
102.01,204.14,0.5,-102.14,6,8,1
71.46,210.97,0.339,-139.51,3,10,1
16.28,35.03,0.465,-18.75,15,4,1
138.82,407.26,0.341,-268.44,11,5,1
75.84,34.5,2.198,41.34,5,8,0
14.06,9.49,1.481,4.57,5,2,0
106.57,161.88,0.658,-55.31,7,6,1
77.46,103.73,0.747,-26.27,4,10,1
27.41,66.15,0.414,-38.74,17,2,1
40.0,29.34,1.363,10.65,14,8,0
19.03,55.86,0.341,-36.83,8,5,1
90.4,104.02,0.869,-13.62,7,10,1
97.08,141.56,0.686,-44.47,6,3,1
80.8,84.18,0.96,-3.38,4,2,0
124.39,231.91,0.536,-107.51,1,4,1
130.54,59.83,2.182,70.71,4,8,0
96.19,67.73,1.42,28.46,5,1,0
11.79,27.27,0.432,-15.48,11,10,1
107.33,86.25,1.244,21.09,20,3,0
68.52,64.13,1.069,4.39,7,1,0
89.18,217.69,0.41,-128.51,40,2,1
100.87,55.67,1.812,45.2,24,10,0
59.03,87.44,0.675,-28.41,58,7,1
138.39,50.14,2.76,88.26,29,1,0
28.76,35.55,0.809,-6.8,13,9,1
104.01,227.5,0.457,-123.49,12,8,1
10.61,5.76,1.841,4.85,1,1,0
139.45,376.31,0.371,-236.86,17,10,1
25.75,70.96,0.363,-45.21,12,1,1
23.28,13.59,1.714,9.7,9,2,0
56.62,168.45,0.336,-111.83,16,2,1
62.3,68.74,0.906,-6.44,8,6,1
40.0,21.08,1.897,18.92,10,1,0
91.92,28.83,3.188,63.08,7,4,0
72.01,101.03,0.713,-29.02,17,7,1
14.78,29.58,0.5,-14.79,29,9,1
54.75,65.53,0.836,-10.78,25,10,1
123.46,315.95,0.391,-192.49,21,3,1
106.56,238.14,0.447,-131.58,1,4,1
111.48,138.84,0.803,-27.36,34,5,1
107.74,245.92,0.438,-138.19,4,5,1
53.54,152.01,0.352,-98.47,30,2,1
23.95,13.21,1.814,10.75,3,5,0
48.15,54.23,0.888,-6.09,8,10,1
126.45,196.12,0.645,-69.67,19,1,1
147.27,242.19,0.608,-94.92,14,7,1
79.14,139.59,0.567,-60.46,7,5,1
11.36,12.63,0.9,-1.27,15,6,1
29.61,62.22,0.476,-32.61,11,9,1
55.09,112.48,0.49,-57.39,4,3,1
91.0,169.27,0.538,-78.27,14,1,1
20.51,12.45,1.647,8.06,3,8,0
142.07,225.58,0.63,-83.51,16,2,1
61.11,77.11,0.793,-16.0,1,2,1
137.76,223.97,0.615,-86.21,11,10,1
119.27,332.66,0.359,-213.38,7,4,1
115.76,184.92,0.626,-69.16,5,5,1
94.94,32.07,2.961,62.87,10,1,0
97.75,145.14,0.673,-47.39,14,3,1
99.32,249.87,0.397,-150.54,47,8,1
98.02,235.85,0.416,-137.83,25,6,1
87.52,147.58,0.593,-60.05,17,3,1
148.1,144.3,1.026,3.79,9,7,1
112.52,175.05,0.643,-62.53,6,6,1
118.77,216.4,0.549,-97.63,1,5,1
132.14,396.39,0.333,-264.24,6,8,1
40.19,81.96,0.49,-41.77,26,8,1
21.73,47.26,0.46,-25.53,6,3,1
77.61,126.26,0.615,-48.65,8,8,1
81.97,103.05,0.795,-21.08,4,10,1
126.09,314.58,0.401,-188.49,4,9,1
72.13,118.03,0.611,-45.9,1,10,1
89.92,268.47,0.335,-178.55,13,3,1
83.79,128.55,0.652,-44.76,8,8,1
15.35,7.42,2.068,7.93,13,8,0
96.13,206.0,0.467,-109.87,11,7,1
125.93,53.64,2.348,72.29,22,8,0
32.05,31.29,1.024,0.76,19,1,0
93.21,116.98,0.797,-23.78,20,3,1
93.11,213.83,0.435,-120.72,9,6,1
32.99,53.91,0.612,-20.93,6,7,1
27.28,10.3,2.65,16.99,37,7,0
147.21,289.34,0.509,-142.13,1,6,1
65.12,91.88,0.709,-26.76,2,4,1
41.84,116.69,0.359,-74.85,7,5,1
33.99,56.04,0.606,-22.05,13,9,0
103.46,229.09,0.452,-125.63,1,1,1
95.32,84.93,1.122,10.4,17,2,0
100.1,235.69,0.425,-135.59,11,5,1
22.32,50.15,0.445,-27.82,9,5,1
135.09,370.3,0.365,-235.2,7,7,1
64.5,25.24,2.555,39.26,10,8,0
53.87,81.25,0.663,-27.38,2,10,1
74.73,159.45,0.469,-84.72,1,6,1
64.61,35.98,1.796,28.63,4,6,0
130.9,184.39,0.71,-53.49,17,5,0
140.1,398.41,0.352,-258.31,12,5,1
52.48,77.52,0.677,-25.04,9,8,1
130.95,387.69,0.338,-256.74,11,5,1
119.41,54.15,2.205,65.26,11,6,0
140.31,314.04,0.447,-173.73,5,3,1
44.41,82.98,0.535,-38.58,1,5,1
90.77,149.91,0.606,-59.14,31,9,1
48.44,141.5,0.342,-93.06,12,3,1
125.37,81.5,1.538,43.87,16,8,0
10.75,29.22,0.368,-18.47,8,7,1
89.07,192.97,0.462,-103.89,19,4,1
57.49,57.45,1.001,0.04,12,5,0
55.18,150.88,0.366,-95.7,1,8,1
100.29,146.33,0.685,-46.04,30,10,1
129.21,322.81,0.4,-193.61,5,7,1
95.29,128.62,0.741,-33.34,2,10,1
129.44,336.23,0.385,-206.79,1,10,1
47.04,94.98,0.495,-47.93,17,2,1
82.73,56.32,1.469,26.41,17,8,0
73.08,150.1,0.487,-77.03,16,8,1
11.63,9.5,1.225,2.13,34,9,0
87.95,124.21,0.708,-36.25,6,2,1
102.61,77.97,1.316,24.65,11,4,0
92.87,33.38,2.782,59.49,13,2,0
113.08,98.62,1.147,14.46,54,4,0
89.99,157.32,0.572,-67.33,5,3,1
19.35,30.96,0.625,-11.61,43,7,1
26.3,43.51,0.605,-17.2,2,5,1
93.51,90.58,1.032,2.92,20,7,0
48.5,104.27,0.465,-55.77,14,2,1
21.15,46.56,0.454,-25.41,23,4,1
70.14,88.84,0.79,-18.69,1,6,1
87.61,234.71,0.373,-147.1,1,5,1
56.02,114.23,0.49,-58.2,1,2,1
110.86,246.69,0.449,-135.83,12,7,1
100.13,105.02,0.953,-4.89,12,2,0
56.59,17.07,3.315,39.52,33,9,0
115.68,305.0,0.379,-189.32,8,7,1
100.82,254.11,0.397,-153.3,1,3,1
99.24,62.78,1.581,36.46,3,6,0
87.48,114.61,0.763,-27.13,1,5,1
11.59,24.18,0.479,-12.59,20,9,1
107.51,221.55,0.485,-114.04,23,3,1
62.65,164.32,0.381,-101.67,86,2,1
141.97,96.36,1.473,45.61,7,2,0
124.52,181.9,0.685,-57.38,1,4,1
92.28,51.91,1.778,40.37,3,1,0
45.31,61.25,0.74,-15.94,12,9,1
38.52,13.13,2.934,25.39,45,3,0
57.65,157.13,0.367,-99.47,1,5,1
76.72,132.19,0.58,-55.47,1,2,1
51.45,133.48,0.385,-82.03,16,8,1
82.09,37.9,2.166,44.19,15,3,0
33.15,30.31,1.094,2.85,4,5,1
146.88,146.93,1.0,-0.05,23,7,0
25.11,33.75,0.744,-8.64,1,2,1
140.47,346.65,0.405,-206.18,36,3,1
137.9,185.3,0.744,-47.4,3,8,1
83.55,71.23,1.173,12.32,1,10,1
111.49,53.01,2.103,58.48,5,8,0
71.05,36.56,1.943,34.48,2,3,0
98.2,230.99,0.425,-132.79,10,10,1
57.68,86.58,0.666,-28.9,16,7,1
52.16,117.92,0.442,-65.76,9,2,1
90.95,194.84,0.467,-103.88,15,9,1
79.74,53.06,1.503,26.67,6,8,0
91.14,62.5,1.458,28.63,1,9,0
50.13,117.28,0.427,-67.15,51,9,1
61.37,137.93,0.445,-76.56,23,7,1
21.75,28.72,0.757,-6.97,1,4,1
17.32,8.82,1.964,8.5,8,5,0
45.48,15.13,3.006,30.35,14,7,0
20.39,21.99,0.928,-1.59,2,5,1
24.53,7.97,3.078,16.56,12,10,0
123.81,114.05,1.086,9.76,10,8,1
15.44,22.12,0.698,-6.68,3,5,1
102.25,64.2,1.593,38.06,2,5,0
48.16,28.01,1.72,20.15,19,5,0
132.02,359.13,0.368,-227.12,5,4,1
77.9,146.51,0.532,-68.61,3,7,1
52.78,149.0,0.354,-96.22,18,2,1
82.47,101.75,0.811,-19.28,18,10,1
63.47,135.09,0.47,-71.62,4,4,1
89.0,75.89,1.173,13.11,28,3,0
26.03,51.28,0.508,-25.24,16,10,1
149.58,97.21,1.539,52.37,5,8,0
69.58,21.26,3.272,48.31,7,7,0
58.75,165.4,0.355,-106.64,18,3,1
109.43,196.78,0.556,-87.35,3,4,1
60.95,170.82,0.357,-109.87,8,4,1
126.66,152.16,0.832,-25.5,14,10,1
73.6,87.22,0.844,-13.62,10,7,1
110.74,153.01,0.724,-42.28,13,8,1
25.04,55.25,0.453,-30.21,11,4,1
128.46,234.78,0.547,-106.32,3,8,1
113.0,316.23,0.357,-203.23,7,1,1
39.64,14.62,2.712,25.03,10,9,0
30.34,67.12,0.452,-36.78,21,7,1
54.28,64.7,0.839,-10.42,14,4,1
146.65,115.36,1.271,31.29,7,8,0
45.96,77.12,0.596,-31.16,51,10,1
73.86,122.88,0.601,-49.02,1,2,1
14.2,9.51,1.493,4.69,3,8,0
65.61,55.45,1.183,10.16,5,10,1
89.98,126.16,0.713,-36.18,3,6,1
143.44,201.36,0.712,-57.92,13,7,1
82.34,95.3,0.864,-12.96,1,7,1
124.68,87.41,1.426,37.27,2,2,0
86.6,27.0,3.207,59.6,4,2,0
15.71,45.87,0.343,-30.16,16,4,1
54.1,154.05,0.351,-99.95,29,6,1
90.58,145.45,0.623,-54.88,22,4,1
143.08,427.34,0.335,-284.25,2,6,1
130.28,276.04,0.472,-145.76,11,5,1
41.97,20.39,2.058,21.58,1,6,0
40.82,25.22,1.619,15.6,5,9,0
38.16,105.85,0.361,-67.68,22,6,1
139.15,278.46,0.5,-139.31,8,6,1
129.37,333.34,0.388,-203.97,2,8,1
118.48,322.91,0.367,-204.42,8,5,1
64.98,98.09,0.662,-33.11,3,5,1
80.61,34.75,2.32,45.87,6,10,0
75.01,60.63,1.237,14.37,9,1,0
45.48,21.82,2.084,23.66,6,6,0
80.7,65.34,1.235,15.37,38,1,0
14.27,20.1,0.71,-5.83,11,8,1
28.45,17.62,1.615,10.84,25,10,0
134.12,100.62,1.333,33.51,20,9,0
115.24,173.28,0.665,-58.05,15,6,1
69.2,84.32,0.821,-15.12,9,9,1
82.4,128.77,0.64,-46.37,1,2,1
61.8,90.15,0.686,-28.35,13,9,1
113.71,231.98,0.49,-118.27,6,4,1
119.79,339.04,0.353,-219.26,1,3,1
116.86,69.09,1.691,47.77,8,1,0
111.17,63.14,1.761,48.02,18,1,0
38.63,100.54,0.384,-61.91,45,8,1
57.32,95.56,0.6,-38.25,6,2,1
75.78,179.54,0.422,-103.76,10,1,1
56.31,49.65,1.134,6.67,26,2,0
115.69,293.62,0.394,-177.93,5,3,1
